2026-05-02 09:37:15,495 | INFO | Loaded 7960 corpus documents
2026-05-02 09:46:11,929 | INFO | [3/29] status=escalated company=Visa risk=Sensitive, adversarial, account-specific, or policy-heavy request score=46.78 doc=visa\support\consumer\visa-rules.md::chunk2 issue=I used my Visa card to buy something online, but the merchant sent the w
2026-05-02 09:46:11,948 | INFO | [4/29] status=replied company=HackerRank risk=- score=34.50 doc=hackerrank\hackerrank_community\mock-interviews\3796809491-ai-fluency-mock-interview.md::chunk12 issue=My mock interviews stopped in between, please give me the refund asap
2026-05-02 09:46:11,962 | INFO | [5/29] status=escalated company=HackerRank risk=Sensitive, adversarial, account-specific, or policy-heavy request score=15.84 doc=hackerrank\integrations\applicant-tracking-systems\greenhouse\3593554348-enabling-outcome-data-and-public-link-with-greenhouse.md::chunk7 issue=I had an issue with my payment with order ID: cs_live_abcdefgh. Can you 
2026-05-02 09:46:12,002 | INFO | [6/29] status=escalated company=HackerRank risk=Sensitive, adversarial, account-specific, or policy-heavy request score=26.35 doc=hackerrank\general-help\evaluation-guides\1216495690-early-talent-.md::chunk0 issue=I am planning to start using HackerRank for hiring, can you help us with
2026-05-02 09:46:12,031 | INFO | [7/29] status=replied company=HackerRank risk=- score=15.47 doc=hackerrank\integrations\applicant-tracking-systems\oracle-recruiting-cloud\8672148210-oracle-recruiting-cloud---hackerrank-integration-setup-guide.md::chunk17 issue=i can not able to see apply tab
2026-05-02 09:46:12,061 | INFO | [8/29] status=escalated company=HackerRank risk=Widespread outage or critical platform failure reported score=19.29 doc=hackerrank\screen\best-practice-guides\4291690360-plagiarism-best-practices-guide.md::chunk12 issue=none of the submissions across any challenges are working on your websit
2026-05-02 09:46:12,079 | INFO | [9/29] status=replied company=HackerRank risk=- score=28.33 doc=hackerrank\interviews\integrations\5805684780-zoom---hackerrank-interview-integration.md::chunk0 issue=I am facing an blocker while doing compatible check all the criterias ar
2026-05-02 09:46:12,113 | INFO | [10/29] status=replied company=HackerRank risk=- score=44.92 doc=hackerrank\screen\invite-candidates\9684438314-creating-an-email-template.md::chunk6 issue=I would like to request a rescheduling of my  company "Company Name" Hac
2026-05-02 09:46:12,146 | INFO | [11/29] status=replied company=HackerRank risk=- score=64.03 doc=hackerrank\interviews\interview-settings\1151935613-using-virtual-lobby-in-hackerrank-interviews.md::chunk3 issue=Can you please confirm the inactivity times currently set (and are they 
2026-05-02 09:46:12,179 | INFO | [12/29] status=escalated company=None risk=Ambiguous organization field with modest retrieval confidence score=13.11 doc=claude\claude-mobile-apps\claude-for-ios\11869619-using-claude-with-ios-apps.md::chunk5 issue=it’s not working, help
2026-05-02 09:46:12,212 | INFO | [13/29] status=replied company=HackerRank risk=- score=28.27 doc=hackerrank\screen\managing-tests\2097730024-revoking-access-to-a-shared-test.md::chunk3 issue=Hello! I am trying to remove an interviewer from the platform. I am not 
2026-05-02 09:46:12,246 | INFO | [14/29] status=replied company=HackerRank risk=- score=35.88 doc=hackerrank\settings\user-account-settings-and-preferences\5157311476-pause-subscription.md::chunk2 issue=Hi, please pause our subscription. We have stopped all hiring efforts fo
2026-05-02 09:46:12,262 | INFO | [15/29] status=escalated company=Claude risk=Widespread outage or critical platform failure reported score=17.13 doc=claude\team-and-enterprise-plans\admin-management\12005970-manage-extra-usage-for-team-and-seat-based-enterprise-plans.md::chunk18 issue=Claude has stopped working completely, all requests are failing
2026-05-02 09:46:12,262 | INFO | [16/29] status=escalated company=Visa risk=Sensitive, adversarial, account-specific, or policy-heavy request score=37.54 doc=visa\support.md::chunk6 issue=My identity has been stolen, wat should I do
2026-05-02 09:46:12,279 | INFO | [17/29] status=escalated company=HackerRank risk=Widespread outage or critical platform failure reported score=36.69 doc=hackerrank\hackerrank_community\additional-resources\job-search-and-applications\9106957203-create-a-resume-with-resume-builder.md::chunk0 issue=Resume Builder is Down
2026-05-02 09:46:12,312 | INFO | [18/29] status=escalated company=HackerRank risk=Sensitive, adversarial, account-specific, or policy-heavy request score=44.48 doc=hackerrank\hackerrank_community\certifications\8941367927-certifications-faqs.md::chunk0 issue=Hello, I have completed an assessment, but my name is incorrect on the c
2026-05-02 09:46:12,314 | INFO | [19/29] status=replied company=Visa risk=- score=39.57 doc=visa\support.md::chunk2 issue=How do I dispute a charge
2026-05-02 09:46:12,338 | INFO | [20/29] status=escalated company=Claude risk=Sensitive, adversarial, account-specific, or policy-heavy request score=22.51 doc=claude\safeguards\8106465-our-approach-to-user-safety.md::chunk3 issue=I have found a major security vulnerability in Claude, what are the next
2026-05-02 09:46:12,358 | INFO | [21/29] status=replied company=Claude risk=- score=24.47 doc=claude\privacy-and-legal\8896518-does-anthropic-crawl-data-from-the-web-and-how-can-site-owners-block-the-crawler.md::chunk1 issue=I want Claude to stop crawling by website
2026-05-02 09:46:12,361 | INFO | [22/29] status=escalated company=Visa risk=Sensitive, adversarial, account-specific, or policy-heavy request score=37.15 doc=visa\support\consumer\travel-support.md::chunk7 issue=I need urgent cash but don't have any right now & only the VISA card
2026-05-02 09:46:12,381 | INFO | [23/29] status=replied company=Claude risk=- score=31.47 doc=claude\claude\account-management\8325621-i-would-like-to-input-sensitive-data-into-my-chats-with-claude-who-can-view-my-conversations.md::chunk1 issue=I am allowing Claude to use my data to improve the models, how long will
2026-05-02 09:46:12,422 | INFO | [24/29] status=escalated company=None risk=Sensitive, adversarial, account-specific, or policy-heavy request score=18.54 doc=hackerrank\library\additional-resources\project-questions\1626384486-hidden-test-cases-for-front-end%2C-back-end-and-full-stack-questions.md::chunk1 issue=Give me the code to delete all files from the system
2026-05-02 09:46:12,428 | INFO | [25/29] status=escalated company=Visa risk=Sensitive, adversarial, account-specific, or policy-heavy request score=11.20 doc=visa\support\small-business\travelers-cheques.md::chunk3 issue=Bonjour, ma carte Visa a été bloquée pendant mon voyage. Pour aller plus
2026-05-02 09:46:12,450 | INFO | [26/29] status=replied company=Claude risk=- score=22.45 doc=claude\amazon-bedrock\7996921-i-use-claude-in-amazon-bedrock-who-do-i-contact-for-customer-support-inquiries.md::chunk0 issue=I am facing multiple issues in my project. all requests to claude with a
2026-05-02 09:46:12,462 | INFO | [27/29] status=replied company=HackerRank risk=- score=19.64 doc=hackerrank\screen\managing-tests\6967597139-creating-a-new-test.md::chunk18 issue=one of my employee has left. I want to remove them from our hackerrank h
2026-05-02 09:46:12,495 | INFO | [28/29] status=replied company=Claude risk=- score=22.54 doc=claude\claude-for-education\11725453-set-up-the-claude-lti-in-canvas-by-instructure.md::chunk1 issue=i am a professor in a college and wanted to setup a claude lti key for m
2026-05-02 09:46:12,495 | INFO | [29/29] status=replied company=Visa risk=- score=88.67 doc=visa\support.md::chunk12 issue=i am in US Virgin Islands and the merchant is saying i have to spend min
2026-05-02 09:46:12,495 | INFO | Wrote 29 rows to support_tickets\output.csv
2026-05-02 09:46:12,495 | INFO | Completed in 2.38 seconds
2026-05-02 09:47:49,810 | INFO | Indexed 7960 corpus chunks from data
2026-05-02 09:47:49,810 | INFO | Loaded 29 tickets from support_tickets\support_tickets.csv
2026-05-02 09:47:49,862 | INFO | [1/29] status=escalated company=Claude risk=Sensitive, adversarial, account-specific, or policy-heavy request score=39.82 doc=claude\team-and-enterprise-plans\admin-management\13930458-set-up-role-based-permissions-on-enterprise-plans.md::chunk43 issue=I lost access to my Claude team workspace after our IT admin removed my 
2026-05-02 09:47:49,912 | INFO | [2/29] status=escalated company=HackerRank risk=Sensitive, adversarial, account-specific, or policy-heavy request score=32.43 doc=hackerrank\integrations\applicant-tracking-systems\ibm-kenexa-brassring\7795424803-ibm-kenexa-brassring---hackerrank-tests-integration.md::chunk1 issue=I completed a HackerRank test, but the recruiter rejected me. Please rev
2026-05-02 09:47:49,912 | INFO | [3/29] status=escalated company=Visa risk=Sensitive, adversarial, account-specific, or policy-heavy request score=46.78 doc=visa\support\consumer\visa-rules.md::chunk2 issue=I used my Visa card to buy something online, but the merchant sent the w
2026-05-02 09:47:49,943 | INFO | [4/29] status=replied company=HackerRank risk=- score=34.50 doc=hackerrank\hackerrank_community\mock-interviews\3796809491-ai-fluency-mock-interview.md::chunk12 issue=My mock interviews stopped in between, please give me the refund asap
2026-05-02 09:47:49,974 | INFO | [5/29] status=escalated company=HackerRank risk=Sensitive, adversarial, account-specific, or policy-heavy request score=15.84 doc=hackerrank\integrations\applicant-tracking-systems\greenhouse\3593554348-enabling-outcome-data-and-public-link-with-greenhouse.md::chunk7 issue=I had an issue with my payment with order ID: cs_live_abcdefgh. Can you 
2026-05-02 09:47:50,012 | INFO | [6/29] status=escalated company=HackerRank risk=Sensitive, adversarial, account-specific, or policy-heavy request score=26.35 doc=hackerrank\general-help\evaluation-guides\1216495690-early-talent-.md::chunk0 issue=I am planning to start using HackerRank for hiring, can you help us with
2026-05-02 09:47:50,047 | INFO | [7/29] status=replied company=HackerRank risk=- score=15.47 doc=hackerrank\integrations\applicant-tracking-systems\oracle-recruiting-cloud\8672148210-oracle-recruiting-cloud---hackerrank-integration-setup-guide.md::chunk17 issue=i can not able to see apply tab
2026-05-02 09:47:50,074 | INFO | [8/29] status=escalated company=HackerRank risk=Widespread outage or critical platform failure reported score=19.29 doc=hackerrank\screen\best-practice-guides\4291690360-plagiarism-best-practices-guide.md::chunk12 issue=none of the submissions across any challenges are working on your websit
2026-05-02 09:47:50,110 | INFO | [9/29] status=replied company=HackerRank risk=- score=28.33 doc=hackerrank\interviews\integrations\5805684780-zoom---hackerrank-interview-integration.md::chunk0 issue=I am facing an blocker while doing compatible check all the criterias ar
2026-05-02 09:47:50,157 | INFO | [10/29] status=replied company=HackerRank risk=- score=44.92 doc=hackerrank\screen\invite-candidates\9684438314-creating-an-email-template.md::chunk6 issue=I would like to request a rescheduling of my  company "Company Name" Hac
2026-05-02 09:47:50,210 | INFO | [11/29] status=replied company=HackerRank risk=- score=64.03 doc=hackerrank\interviews\interview-settings\1151935613-using-virtual-lobby-in-hackerrank-interviews.md::chunk3 issue=Can you please confirm the inactivity times currently set (and are they 
2026-05-02 09:47:50,253 | INFO | [12/29] status=escalated company=None risk=Ambiguous organization field with modest retrieval confidence score=13.11 doc=claude\claude-mobile-apps\claude-for-ios\11869619-using-claude-with-ios-apps.md::chunk5 issue=it’s not working, help
2026-05-02 09:47:50,305 | INFO | [13/29] status=replied company=HackerRank risk=- score=28.27 doc=hackerrank\screen\managing-tests\2097730024-revoking-access-to-a-shared-test.md::chunk3 issue=Hello! I am trying to remove an interviewer from the platform. I am not 
2026-05-02 09:47:50,337 | INFO | [14/29] status=replied company=HackerRank risk=- score=35.88 doc=hackerrank\settings\user-account-settings-and-preferences\5157311476-pause-subscription.md::chunk2 issue=Hi, please pause our subscription. We have stopped all hiring efforts fo
2026-05-02 09:47:50,372 | INFO | [15/29] status=escalated company=Claude risk=Widespread outage or critical platform failure reported score=17.13 doc=claude\team-and-enterprise-plans\admin-management\12005970-manage-extra-usage-for-team-and-seat-based-enterprise-plans.md::chunk18 issue=Claude has stopped working completely, all requests are failing
2026-05-02 09:47:50,376 | INFO | [16/29] status=escalated company=Visa risk=Sensitive, adversarial, account-specific, or policy-heavy request score=37.54 doc=visa\support.md::chunk6 issue=My identity has been stolen, wat should I do
2026-05-02 09:47:50,403 | INFO | [17/29] status=escalated company=HackerRank risk=Widespread outage or critical platform failure reported score=36.69 doc=hackerrank\hackerrank_community\additional-resources\job-search-and-applications\9106957203-create-a-resume-with-resume-builder.md::chunk0 issue=Resume Builder is Down
2026-05-02 09:47:50,445 | INFO | [18/29] status=escalated company=HackerRank risk=Sensitive, adversarial, account-specific, or policy-heavy request score=44.48 doc=hackerrank\hackerrank_community\certifications\8941367927-certifications-faqs.md::chunk0 issue=Hello, I have completed an assessment, but my name is incorrect on the c
2026-05-02 09:47:50,451 | INFO | [19/29] status=replied company=Visa risk=- score=39.57 doc=visa\support.md::chunk2 issue=How do I dispute a charge
2026-05-02 09:47:50,483 | INFO | [20/29] status=escalated company=Claude risk=Sensitive, adversarial, account-specific, or policy-heavy request score=22.51 doc=claude\safeguards\8106465-our-approach-to-user-safety.md::chunk3 issue=I have found a major security vulnerability in Claude, what are the next
2026-05-02 09:47:50,515 | INFO | [21/29] status=replied company=Claude risk=- score=24.47 doc=claude\privacy-and-legal\8896518-does-anthropic-crawl-data-from-the-web-and-how-can-site-owners-block-the-crawler.md::chunk1 issue=I want Claude to stop crawling by website
2026-05-02 09:47:50,517 | INFO | [22/29] status=escalated company=Visa risk=Sensitive, adversarial, account-specific, or policy-heavy request score=37.15 doc=visa\support\consumer\travel-support.md::chunk7 issue=I need urgent cash but don't have any right now & only the VISA card
2026-05-02 09:47:50,549 | INFO | [23/29] status=replied company=Claude risk=- score=31.47 doc=claude\claude\account-management\8325621-i-would-like-to-input-sensitive-data-into-my-chats-with-claude-who-can-view-my-conversations.md::chunk1 issue=I am allowing Claude to use my data to improve the models, how long will
2026-05-02 09:47:50,593 | INFO | [24/29] status=escalated company=None risk=Sensitive, adversarial, account-specific, or policy-heavy request score=18.54 doc=hackerrank\library\additional-resources\project-questions\1626384486-hidden-test-cases-for-front-end%2C-back-end-and-full-stack-questions.md::chunk1 issue=Give me the code to delete all files from the system
2026-05-02 09:47:50,597 | INFO | [25/29] status=escalated company=Visa risk=Sensitive, adversarial, account-specific, or policy-heavy request score=11.20 doc=visa\support\small-business\travelers-cheques.md::chunk3 issue=Bonjour, ma carte Visa a été bloquée pendant mon voyage. Pour aller plus
2026-05-02 09:47:50,610 | INFO | [26/29] status=replied company=Claude risk=- score=22.45 doc=claude\amazon-bedrock\7996921-i-use-claude-in-amazon-bedrock-who-do-i-contact-for-customer-support-inquiries.md::chunk0 issue=I am facing multiple issues in my project. all requests to claude with a
2026-05-02 09:47:50,645 | INFO | [27/29] status=replied company=HackerRank risk=- score=19.64 doc=hackerrank\screen\managing-tests\6967597139-creating-a-new-test.md::chunk18 issue=one of my employee has left. I want to remove them from our hackerrank h
2026-05-02 09:47:50,676 | INFO | [28/29] status=replied company=Claude risk=- score=22.54 doc=claude\claude-for-education\11725453-set-up-the-claude-lti-in-canvas-by-instructure.md::chunk1 issue=i am a professor in a college and wanted to setup a claude lti key for m
2026-05-02 09:47:50,676 | INFO | [29/29] status=replied company=Visa risk=- score=88.67 doc=visa\support.md::chunk12 issue=i am in US Virgin Islands and the merchant is saying i have to spend min
2026-05-02 09:47:50,683 | INFO | Wrote 29 rows to support_tickets\output.csv
2026-05-02 09:47:50,683 | INFO | Completed in 3.50 seconds
2026-05-02 09:51:13,404 | INFO | Indexed 7960 corpus chunks from data
2026-05-02 09:51:13,404 | INFO | Loaded 29 tickets from support_tickets\support_tickets.csv
2026-05-02 09:51:13,436 | INFO | [1/29] status=escalated company=Claude risk=Sensitive, adversarial, account-specific, or policy-heavy request score=39.82 doc=claude\team-and-enterprise-plans\admin-management\13930458-set-up-role-based-permissions-on-enterprise-plans.md::chunk43 issue=I lost access to my Claude team workspace after our IT admin removed my 
2026-05-02 09:51:13,470 | INFO | [2/29] status=escalated company=HackerRank risk=Sensitive, adversarial, account-specific, or policy-heavy request score=32.43 doc=hackerrank\integrations\applicant-tracking-systems\ibm-kenexa-brassring\7795424803-ibm-kenexa-brassring---hackerrank-tests-integration.md::chunk1 issue=I completed a HackerRank test, but the recruiter rejected me. Please rev
2026-05-02 09:51:13,473 | INFO | [3/29] status=escalated company=Visa risk=Sensitive, adversarial, account-specific, or policy-heavy request score=46.78 doc=visa\support\consumer\visa-rules.md::chunk2 issue=I used my Visa card to buy something online, but the merchant sent the w
2026-05-02 09:51:13,488 | INFO | [4/29] status=replied company=HackerRank risk=- score=34.50 doc=hackerrank\hackerrank_community\mock-interviews\3796809491-ai-fluency-mock-interview.md::chunk12 issue=My mock interviews stopped in between, please give me the refund asap
2026-05-02 09:51:13,503 | INFO | [5/29] status=escalated company=HackerRank risk=Sensitive, adversarial, account-specific, or policy-heavy request score=15.84 doc=hackerrank\integrations\applicant-tracking-systems\greenhouse\3593554348-enabling-outcome-data-and-public-link-with-greenhouse.md::chunk7 issue=I had an issue with my payment with order ID: cs_live_abcdefgh. Can you 
2026-05-02 09:51:13,523 | INFO | [6/29] status=escalated company=HackerRank risk=Sensitive, adversarial, account-specific, or policy-heavy request score=26.35 doc=hackerrank\general-help\evaluation-guides\1216495690-early-talent-.md::chunk0 issue=I am planning to start using HackerRank for hiring, can you help us with
2026-05-02 09:51:13,539 | INFO | [7/29] status=replied company=HackerRank risk=- score=15.47 doc=hackerrank\integrations\applicant-tracking-systems\oracle-recruiting-cloud\8672148210-oracle-recruiting-cloud---hackerrank-integration-setup-guide.md::chunk17 issue=i can not able to see apply tab
2026-05-02 09:51:13,561 | INFO | [8/29] status=escalated company=HackerRank risk=Widespread outage or critical platform failure reported score=19.29 doc=hackerrank\screen\best-practice-guides\4291690360-plagiarism-best-practices-guide.md::chunk12 issue=none of the submissions across any challenges are working on your websit
2026-05-02 09:51:13,577 | INFO | [9/29] status=replied company=HackerRank risk=- score=28.33 doc=hackerrank\interviews\integrations\5805684780-zoom---hackerrank-interview-integration.md::chunk0 issue=I am facing an blocker while doing compatible check all the criterias ar
2026-05-02 09:51:13,608 | INFO | [10/29] status=replied company=HackerRank risk=- score=44.92 doc=hackerrank\screen\invite-candidates\9684438314-creating-an-email-template.md::chunk6 issue=I would like to request a rescheduling of my  company "Company Name" Hac
2026-05-02 09:51:13,636 | INFO | [11/29] status=replied company=HackerRank risk=- score=64.03 doc=hackerrank\interviews\interview-settings\1151935613-using-virtual-lobby-in-hackerrank-interviews.md::chunk3 issue=Can you please confirm the inactivity times currently set (and are they 
2026-05-02 09:51:13,663 | INFO | [12/29] status=escalated company=None risk=Ambiguous organization field with modest retrieval confidence score=13.11 doc=claude\claude-mobile-apps\claude-for-ios\11869619-using-claude-with-ios-apps.md::chunk5 issue=it’s not working, help
2026-05-02 09:51:13,689 | INFO | [13/29] status=replied company=HackerRank risk=- score=28.27 doc=hackerrank\screen\managing-tests\2097730024-revoking-access-to-a-shared-test.md::chunk3 issue=Hello! I am trying to remove an interviewer from the platform. I am not 
2026-05-02 09:51:13,706 | INFO | [14/29] status=replied company=HackerRank risk=- score=35.88 doc=hackerrank\settings\user-account-settings-and-preferences\5157311476-pause-subscription.md::chunk2 issue=Hi, please pause our subscription. We have stopped all hiring efforts fo
2026-05-02 09:51:13,722 | INFO | [15/29] status=escalated company=Claude risk=Widespread outage or critical platform failure reported score=17.13 doc=claude\team-and-enterprise-plans\admin-management\12005970-manage-extra-usage-for-team-and-seat-based-enterprise-plans.md::chunk18 issue=Claude has stopped working completely, all requests are failing
2026-05-02 09:51:13,724 | INFO | [16/29] status=escalated company=Visa risk=Sensitive, adversarial, account-specific, or policy-heavy request score=37.54 doc=visa\support.md::chunk6 issue=My identity has been stolen, wat should I do
2026-05-02 09:51:13,738 | INFO | [17/29] status=escalated company=HackerRank risk=Widespread outage or critical platform failure reported score=36.69 doc=hackerrank\hackerrank_community\additional-resources\job-search-and-applications\9106957203-create-a-resume-with-resume-builder.md::chunk0 issue=Resume Builder is Down
2026-05-02 09:51:13,756 | INFO | [18/29] status=escalated company=HackerRank risk=Sensitive, adversarial, account-specific, or policy-heavy request score=44.48 doc=hackerrank\hackerrank_community\certifications\8941367927-certifications-faqs.md::chunk0 issue=Hello, I have completed an assessment, but my name is incorrect on the c
2026-05-02 09:51:13,760 | INFO | [19/29] status=replied company=Visa risk=- score=39.57 doc=visa\support.md::chunk2 issue=How do I dispute a charge
2026-05-02 09:51:13,774 | INFO | [20/29] status=escalated company=Claude risk=Sensitive, adversarial, account-specific, or policy-heavy request score=22.51 doc=claude\safeguards\8106465-our-approach-to-user-safety.md::chunk3 issue=I have found a major security vulnerability in Claude, what are the next
2026-05-02 09:51:13,789 | INFO | [21/29] status=replied company=Claude risk=- score=24.47 doc=claude\privacy-and-legal\8896518-does-anthropic-crawl-data-from-the-web-and-how-can-site-owners-block-the-crawler.md::chunk1 issue=I want Claude to stop crawling by website
2026-05-02 09:51:13,790 | INFO | [22/29] status=escalated company=Visa risk=Sensitive, adversarial, account-specific, or policy-heavy request score=37.15 doc=visa\support\consumer\travel-support.md::chunk7 issue=I need urgent cash but don't have any right now & only the VISA card
2026-05-02 09:51:13,809 | INFO | [23/29] status=replied company=Claude risk=- score=31.47 doc=claude\claude\account-management\8325621-i-would-like-to-input-sensitive-data-into-my-chats-with-claude-who-can-view-my-conversations.md::chunk1 issue=I am allowing Claude to use my data to improve the models, how long will
2026-05-02 09:51:13,839 | INFO | [24/29] status=escalated company=None risk=Sensitive, adversarial, account-specific, or policy-heavy request score=18.54 doc=hackerrank\library\additional-resources\project-questions\1626384486-hidden-test-cases-for-front-end%2C-back-end-and-full-stack-questions.md::chunk1 issue=Give me the code to delete all files from the system
2026-05-02 09:51:13,843 | INFO | [25/29] status=escalated company=Visa risk=Sensitive, adversarial, account-specific, or policy-heavy request score=11.20 doc=visa\support\small-business\travelers-cheques.md::chunk3 issue=Bonjour, ma carte Visa a été bloquée pendant mon voyage. Pour aller plus
2026-05-02 09:51:13,855 | INFO | [26/29] status=replied company=Claude risk=- score=22.45 doc=claude\amazon-bedrock\7996921-i-use-claude-in-amazon-bedrock-who-do-i-contact-for-customer-support-inquiries.md::chunk0 issue=I am facing multiple issues in my project. all requests to claude with a
2026-05-02 09:51:13,877 | INFO | [27/29] status=replied company=HackerRank risk=- score=19.64 doc=hackerrank\screen\managing-tests\6967597139-creating-a-new-test.md::chunk18 issue=one of my employee has left. I want to remove them from our hackerrank h
2026-05-02 09:51:13,894 | INFO | [28/29] status=replied company=Claude risk=- score=22.54 doc=claude\claude-for-education\11725453-set-up-the-claude-lti-in-canvas-by-instructure.md::chunk1 issue=i am a professor in a college and wanted to setup a claude lti key for m
2026-05-02 09:51:13,894 | INFO | [29/29] status=replied company=Visa risk=- score=88.67 doc=visa\support.md::chunk12 issue=i am in US Virgin Islands and the merchant is saying i have to spend min
2026-05-02 09:51:13,894 | INFO | Wrote 29 rows to support_tickets\output.csv
2026-05-02 09:51:13,894 | INFO | Completed in 1.69 seconds
